datasetid,doi,status_code,doi_in_crossref
26552,10.1016/S0034-6667(03)00137-4,200,True
26553,10.1016/S0034-6667(03)00137-4,200,True
26554,10.1016/S0034-6667(03)00137-4,200,True
26555,10.1016/S0034-6667(03)00137-4,200,True
26556,10.1016/S0034-6667(03)00137-4,200,True
26557,10.1016/S0034-6667(03)00137-4,200,True
26558,10.1016/S0034-6667(03)00137-4,200,True
26559,10.1016/S0034-6667(03)00137-4,200,True
26560,10.1016/S0034-6667(03)00137-4,200,True
26561,10.1016/S0034-6667(03)00137-4,200,True
26562,10.1016/S0921-8181(01)00123-0,200,True
26563,10.1016/S0921-8181(01)00123-0,200,True
26564,10.1016/j.palaeo.2005.04.004,200,True
26565,10.1016/j.palaeo.2005.04.004,200,True
41128,10.1111/j.1654-1103.2011.01289.x,200,True
41129,10.1111/j.1654-1103.2011.01289.x,200,True
41130,10.1111/j.1654-1103.2011.01289.x,200,True
41131,10.1111/j.1654-1103.2011.01289.x,200,True
41132,10.1111/j.1654-1103.2011.01289.x,200,True
41133,10.1111/j.1654-1103.2011.01289.x,200,True
41134,10.1111/j.1654-1103.2011.01289.x,200,True
41135,10.1111/j.1654-1103.2011.01289.x,200,True
41136,10.1111/j.1654-1103.2011.01289.x,200,True
26607,10.1016/0277-3791(95)00022-4,200,True
26707,10.1016/j.revpalbo.2012.07.010,200,True
26708,10.1016/j.revpalbo.2012.07.010,200,True
26709,10.1016/j.revpalbo.2012.07.010,200,True
26710,10.1016/j.revpalbo.2012.07.010,200,True
26711,10.1016/j.revpalbo.2012.07.010,200,True
26712,10.1016/j.revpalbo.2012.07.010,200,True
26713,10.1016/j.revpalbo.2012.07.010,200,True
26714,10.1016/j.revpalbo.2012.07.010,200,True
26715,10.1016/j.revpalbo.2012.07.010,200,True
26716,10.1016/j.revpalbo.2012.07.010,200,True
26717,10.1016/j.revpalbo.2012.07.010,200,True
26718,10.1016/j.revpalbo.2012.07.010,200,True
26719,10.1016/j.revpalbo.2012.07.010,200,True
26720,10.1016/j.revpalbo.2012.07.010,200,True
26721,10.1016/j.revpalbo.2012.07.010,200,True
26722,10.1016/j.revpalbo.2012.07.010,200,True
26723,10.1016/j.revpalbo.2012.07.010,200,True
26724,10.1016/j.revpalbo.2012.07.010,200,True
26725,10.1016/j.revpalbo.2012.07.010,200,True
26726,10.1016/j.revpalbo.2012.07.010,200,True
26727,10.1016/j.revpalbo.2012.07.010,200,True
26728,10.1016/j.revpalbo.2012.07.010,200,True
26729,10.1016/j.revpalbo.2012.07.010,200,True
26730,10.1016/j.revpalbo.2012.07.010,200,True
26731,10.1016/j.revpalbo.2012.07.010,200,True
26732,10.1016/j.revpalbo.2012.07.010,200,True
26733,10.1016/j.revpalbo.2012.07.010,200,True
26734,10.1016/j.revpalbo.2012.07.010,200,True
26735,10.1016/j.revpalbo.2012.07.010,200,True
26736,10.1016/j.revpalbo.2012.07.010,200,True
26737,10.1016/j.revpalbo.2012.07.010,200,True
26738,10.1016/j.revpalbo.2012.07.010,200,True
26739,10.1016/j.revpalbo.2012.07.010,200,True
26740,10.1016/j.revpalbo.2012.07.010,200,True
26741,10.1016/j.revpalbo.2012.07.010,200,True
26742,10.1016/j.revpalbo.2012.07.010,200,True
26743,10.1016/j.revpalbo.2012.07.010,200,True
26744,10.1016/j.revpalbo.2012.07.010,200,True
26745,10.1016/j.revpalbo.2012.07.010,200,True
26746,10.1016/j.revpalbo.2012.07.010,200,True
26747,10.1016/j.revpalbo.2012.07.010,200,True
26748,10.1016/j.revpalbo.2012.07.010,200,True
26749,10.1016/j.revpalbo.2012.07.010,200,True
26750,10.1016/j.revpalbo.2012.07.010,200,True
26751,10.1016/j.revpalbo.2012.07.010,200,True
26752,10.1016/j.revpalbo.2012.07.010,200,True
26753,10.1016/j.revpalbo.2012.07.010,200,True
26754,10.1016/j.revpalbo.2012.07.010,200,True
26755,10.1016/j.revpalbo.2012.07.010,200,True
26756,10.1016/j.revpalbo.2012.07.010,200,True
26757,10.1016/j.revpalbo.2012.07.010,200,True
26758,10.1016/j.revpalbo.2012.07.010,200,True
26759,10.1016/j.revpalbo.2012.07.010,200,True
26760,10.1016/j.revpalbo.2012.07.010,200,True
26761,10.1016/j.revpalbo.2012.07.010,200,True
26762,10.1016/j.revpalbo.2012.07.010,200,True
26763,10.1016/j.revpalbo.2012.07.010,200,True
26764,10.1016/j.revpalbo.2012.07.010,200,True
26765,10.1016/j.revpalbo.2012.07.010,200,True
26766,10.1016/j.revpalbo.2012.07.010,200,True
26767,10.1016/j.revpalbo.2012.07.010,200,True
26768,10.1016/j.revpalbo.2012.07.010,200,True
26769,10.1016/j.revpalbo.2012.07.010,200,True
26770,10.1016/j.revpalbo.2012.07.010,200,True
26771,10.1016/j.revpalbo.2012.07.010,200,True
26772,10.1016/j.revpalbo.2012.07.010,200,True
26773,10.1016/j.revpalbo.2012.07.010,200,True
26774,10.1016/j.revpalbo.2012.07.010,200,True
26775,10.1016/j.revpalbo.2012.07.010,200,True
26776,10.1016/j.revpalbo.2012.07.010,200,True
26777,10.1016/j.revpalbo.2012.07.010,200,True
26778,10.1016/j.revpalbo.2012.07.010,200,True
26779,10.1016/j.revpalbo.2012.07.010,200,True
26780,10.1016/j.revpalbo.2012.07.010,200,True
26781,10.1016/j.revpalbo.2012.07.010,200,True
26782,10.1016/j.revpalbo.2012.07.010,200,True
26783,10.1016/j.revpalbo.2012.07.010,200,True
26784,10.1016/j.revpalbo.2012.07.010,200,True
26785,10.1016/j.revpalbo.2012.07.010,200,True
26786,10.1016/j.revpalbo.2012.07.010,200,True
26787,10.1016/j.revpalbo.2012.07.010,200,True
26788,10.1016/j.revpalbo.2012.07.010,200,True
26789,10.1016/j.revpalbo.2012.07.010,200,True
26790,10.1016/j.revpalbo.2012.07.010,200,True
26791,10.1016/j.revpalbo.2012.07.010,200,True
26792,10.1016/j.revpalbo.2012.07.010,200,True
26793,10.1016/j.revpalbo.2012.07.010,200,True
26794,10.1016/j.revpalbo.2012.07.010,200,True
26821,10.1016/S0277-3791(99)00007-4,200,True
26822,10.1016/S0277-3791(99)00007-4,200,True
26607,10.1017/S0033822200018750,200,True
25519,10.1111/bor.12235,200,True
25520,10.1111/bor.12235,200,True
27336,10.1111/bor.12235,200,True
27337,10.1111/bor.12235,200,True
32389,10.1111/bor.12235,200,True
32390,10.1111/bor.12235,200,True
32653,10.1111/bor.12235,200,True
32654,10.1111/bor.12235,200,True
32681,10.1111/bor.12235,200,True
32682,10.1111/bor.12235,200,True
32683,10.1111/bor.12235,200,True
32684,10.1111/bor.12235,200,True
32687,10.1111/bor.12235,200,True
32688,10.1111/bor.12235,200,True
32689,10.1111/bor.12235,200,True
32690,10.1111/bor.12235,200,True
32695,10.1111/bor.12235,200,True
32696,10.1111/bor.12235,200,True
32711,10.1111/bor.12235,200,True
32712,10.1111/bor.12235,200,True
32731,10.1111/bor.12235,200,True
32732,10.1111/bor.12235,200,True
33380,10.1111/bor.12235,200,True
33381,10.1111/bor.12235,200,True
33806,10.1111/bor.12235,200,True
33807,10.1111/bor.12235,200,True
39170,10.1111/bor.12235,200,True
39171,10.1111/bor.12235,200,True
39182,10.1111/bor.12235,200,True
39183,10.1111/bor.12235,200,True
39194,10.1111/bor.12235,200,True
39195,10.1111/bor.12235,200,True
39199,10.1111/bor.12235,200,True
39200,10.1111/bor.12235,200,True
39210,10.1111/bor.12235,200,True
39211,10.1111/bor.12235,200,True
39212,10.1111/bor.12235,200,True
39213,10.1111/bor.12235,200,True
39224,10.1111/bor.12235,200,True
39225,10.1111/bor.12235,200,True
39226,10.1111/bor.12235,200,True
39227,10.1111/bor.12235,200,True
39228,10.1111/bor.12235,200,True
39229,10.1111/bor.12235,200,True
39231,10.1111/bor.12235,200,True
39234,10.1111/bor.12235,200,True
39235,10.1111/bor.12235,200,True
39238,10.1111/bor.12235,200,True
39239,10.1111/bor.12235,200,True
39240,10.1111/bor.12235,200,True
39241,10.1111/bor.12235,200,True
39244,10.1111/bor.12235,200,True
39245,10.1111/bor.12235,200,True
39246,10.1111/bor.12235,200,True
39247,10.1111/bor.12235,200,True
39249,10.1111/bor.12235,200,True
39250,10.1111/bor.12235,200,True
39251,10.1111/bor.12235,200,True
39252,10.1111/bor.12235,200,True
39253,10.1111/bor.12235,200,True
39254,10.1111/bor.12235,200,True
39258,10.1111/bor.12235,200,True
39259,10.1111/bor.12235,200,True
39261,10.1111/bor.12235,200,True
39262,10.1111/bor.12235,200,True
39265,10.1111/bor.12235,200,True
39266,10.1111/bor.12235,200,True
39267,10.1111/bor.12235,200,True
39271,10.1111/bor.12235,200,True
39272,10.1111/bor.12235,200,True
39273,10.1111/bor.12235,200,True
39274,10.1111/bor.12235,200,True
39320,10.1111/bor.12235,200,True
39321,10.1111/bor.12235,200,True
39334,10.1111/bor.12235,200,True
39993,10.1111/bor.12235,200,True
39994,10.1111/bor.12235,200,True
39995,10.1111/bor.12235,200,True
39996,10.1111/bor.12235,200,True
40022,10.1111/bor.12235,200,True
40023,10.1111/bor.12235,200,True
40024,10.1111/bor.12235,200,True
40025,10.1111/bor.12235,200,True
40052,10.1111/bor.12235,200,True
40053,10.1111/bor.12235,200,True
28905,10.1016/S0003-9365(87)80051-9,200,True
28906,10.1016/S0003-9365(87)80051-9,200,True
28907,10.1016/S0003-9365(87)80051-9,200,True
28908,10.1016/S0003-9365(87)80051-9,200,True
28909,10.1016/S0003-9365(87)80051-9,200,True
28910,10.1016/S0003-9365(87)80051-9,200,True
28911,10.1016/S0003-9365(87)80051-9,200,True
28932,10.1016/S0003-9365(87)80051-9,200,True
28935,10.1016/S0003-9365(87)80051-9,200,True
28936,10.1016/S0003-9365(87)80051-9,200,True
28961,10.1016/S0003-9365(87)80051-9,200,True
28962,10.1016/S0003-9365(87)80051-9,200,True
28977,10.1016/S0003-9365(87)80051-9,200,True
28978,10.1016/S0003-9365(87)80051-9,200,True
28979,10.1016/S0003-9365(87)80051-9,200,True
28980,10.1016/S0003-9365(87)80051-9,200,True
28981,10.1016/S0003-9365(87)80051-9,200,True
28982,10.1016/S0003-9365(87)80051-9,200,True
28983,10.1016/S0003-9365(87)80051-9,200,True
28996,10.1016/S0003-9365(87)80051-9,200,True
28997,10.1016/S0003-9365(87)80051-9,200,True
28998,10.1016/S0003-9365(87)80051-9,200,True
30183,10.1029/2018GL078028,200,True
30184,10.1029/2018GL078028,200,True
32255,10.1353/gpr.2018.0028,200,True
32256,10.1353/gpr.2018.0028,200,True
32257,10.1353/gpr.2018.0028,200,True
32258,10.1353/gpr.2018.0028,200,True
34551,10.1111/jbi.13040,200,True
34552,10.1111/jbi.13040,200,True
34553,10.1111/jbi.13040,200,True
32410,10.1098/rstb.1990.0083,200,True
32438,10.1098/rstb.1990.0083,200,True
32423,10.1016/j.quascirev.2016.12.001,200,True
32424,10.1016/j.quascirev.2016.12.001,200,True
32425,10.1016/j.quascirev.2016.12.001,200,True
32426,10.1016/j.quascirev.2016.12.001,200,True
32891,10.1016/j.quascirev.2016.12.001,200,True
33805,10.1016/j.quascirev.2016.12.001,200,True
34032,10.1016/j.quascirev.2016.12.001,200,True
32424,10.1111/jbi.13144,200,True
34032,10.1111/jbi.13144,200,True
22566,10.2307/1441188,200,True
34557,10.1016/j.quascirev.2013.02.005,200,True
34556,10.1002/jqs.1526,200,True
34557,10.1002/jqs.1526,200,True
38906,10.1016/j.yqres.2006.11.004,200,True
38907,10.1016/j.yqres.2006.11.004,200,True
36731,10.1017/S0033822200001296,200,True
40836,10.1017/S0033822200001296,200,True
40837,10.1017/S0033822200001296,200,True
36793,10.1016/S0033-5894(03)00070-X,200,True
36794,10.1016/S0033-5894(03)00070-X,200,True
36797,10.1016/S0033-5894(03)00070-X,200,True
36798,10.1016/S0033-5894(03)00070-X,200,True
39064,10.1016/j.palaeo.2008.12.019,200,True
39070,10.14430/arctic3109,200,True
39069,10.1038/nature02612,200,True
39070,10.1038/nature02612,200,True
39173,10.1016/j.quascirev.2017.05.001,200,True
39174,10.1016/j.quascirev.2017.05.001,200,True
39188,10.1016/j.quascirev.2017.05.001,200,True
39189,10.1016/j.quascirev.2017.05.001,200,True
39176,10.3853/j.0067-1975.62.2010.1534,200,True
39193,10.3853/j.0067-1975.62.2010.1534,200,True
39176,10.4202/app.2011.0125,200,True
39186,10.1016/j.quascirev.2013.07.004,200,True
39187,10.1016/j.quascirev.2013.07.004,200,True
39222,10.1016/j.quascirev.2013.07.004,200,True
39223,10.1016/j.quascirev.2013.07.004,200,True
39991,doi:10.1016/j.quaint.2005.03.004,200,True
39992,doi:10.1016/j.quaint.2005.03.004,200,True
39263,doi:10.1016/j.quaint.2011.05.038,200,True
39264,doi:10.1016/j.quaint.2011.05.038,200,True
39267,doi:10.1016/j.yqres.2009.06.009,200,True
39332,10.1046/j.1365-2745.2000.00432.x,200,True
39333,10.1046/j.1365-2745.2000.00432.x,200,True
39332,10.1139/e98-095,200,True
39333,10.1139/e98-095,200,True
39336,10.1111/j.1502-3885.2009.00090.x,200,True
39337,10.1111/j.1502-3885.2009.00090.x,200,True
39338,10.1111/j.1502-3885.2009.00090.x,200,True
39339,10.1111/j.1502-3885.2009.00090.x,200,True
39340,10.1111/j.1502-3885.2009.00090.x,200,True
1817,10.1007/BF00207576,200,True
8445,10.1007/BF00207576,200,True
39366,10.1139/cjes-2013-0220,200,True
39367,10.1139/cjes-2013-0220,200,True
40857,10.1139/cjes-2013-0220,200,True
40858,10.1139/cjes-2013-0220,200,True
40973,10.1080/2052546.2003.11949267,200,True
40974,10.1080/2052546.2003.11949267,200,True
40790,10.1111/jbi.13407,200,True
40791,10.1111/jbi.13407,200,True
40792,10.1111/jbi.13407,200,True
40793,10.1111/jbi.13407,200,True
40794,10.1111/jbi.13407,200,True
40795,10.1111/jbi.13407,200,True
40796,10.1111/jbi.13407,200,True
40797,10.1111/jbi.13407,200,True
40798,10.1111/jbi.13407,200,True
40799,10.1111/jbi.13407,200,True
40802,10.1111/jbi.13407,200,True
40803,10.1111/jbi.13407,200,True
40843,10.1111/jbi.13407,200,True
40844,10.1111/jbi.13407,200,True
40853,10.1111/jbi.13407,200,True
40854,10.1111/jbi.13407,200,True
40860,10.1111/jbi.13407,200,True
40861,10.1111/jbi.13407,200,True
40874,10.1111/jbi.13407,200,True
40875,10.1111/jbi.13407,200,True
40913,10.1111/jbi.13407,200,True
40914,10.1111/jbi.13407,200,True
40987,10.1111/jbi.13407,200,True
40988,10.1111/jbi.13407,200,True
40991,10.1111/jbi.13407,200,True
40992,10.1111/jbi.13407,200,True
41000,10.1111/jbi.13407,200,True
41001,10.1111/jbi.13407,200,True
41015,10.1111/jbi.13407,200,True
41016,10.1111/jbi.13407,200,True
41017,10.1111/jbi.13407,200,True
41018,10.1111/jbi.13407,200,True
41024,10.1111/jbi.13407,200,True
41025,10.1111/jbi.13407,200,True
41026,10.1111/jbi.13407,200,True
41027,10.1111/jbi.13407,200,True
40807,10.1080/02724634.2013.725440,200,True
40808,10.1080/02724634.2013.725440,200,True
40857,10.1016/j.palaeo.2007.12.011,200,True
40858,10.1016/j.palaeo.2007.12.011,200,True
40857,10.1073/pnas.040453097,200,True
40858,10.1073/pnas.040453097,200,True
40940,10.5772/30158,200,True
40953,doi: 10.1017/RDC.2018.47,200,True
40954,doi: 10.1017/RDC.2018.47,200,True
40955,doi: 10.1017/RDC.2018.47,200,True
40961,doi: 10.1017/RDC.2018.47,200,True
40962,doi: 10.1017/RDC.2018.47,200,True
40963,doi: 10.1017/RDC.2018.47,200,True
46279,doi: 10.1017/RDC.2018.47,200,True
46280,doi: 10.1017/RDC.2018.47,200,True
46281,doi: 10.1017/RDC.2018.47,200,True
40959,10.1111/1752-1688.12458,200,True
40968,10.1111/1752-1688.12458,200,True
40959,10.3390/w9090678,200,True
40968,10.3390/w9090678,200,True
40975,https://doi.org/10.1017/qua.2018.146,200,True
40976,https://doi.org/10.1017/qua.2018.146,200,True
41119,10.1007/s00334-009-0226-6,200,True
41120,10.1007/s00334-009-0226-6,200,True
41121,10.1007/s00334-009-0226-6,200,True
41122,10.1007/s00334-009-0226-6,200,True
41123,10.1007/s00334-009-0226-6,200,True
41124,10.1007/s00334-009-0226-6,200,True
46807,10.1007/s00334-009-0226-6,200,True
46999,10.1007/s00334-009-0226-6,200,True
47000,10.1007/s00334-009-0226-6,200,True
47001,10.1007/s00334-009-0226-6,200,True
41028,10.1177/0959683613505344,200,True
41029,10.1177/0959683613505344,200,True
41030,10.1177/0959683613505344,200,True
41039,10.1177/0959683613505344,200,True
46992,http://dx.doi.org/10.1016/j.jsames.2015.06.003,200,True
46993,http://dx.doi.org/10.1016/j.jsames.2015.06.003,200,True
47002,DOI 10.1007/s00334-017-0605-3,200,True
47003,DOI 10.1007/s00334-017-0605-3,200,True
47004,DOI 10.1007/s00334-017-0605-3,200,True
41183,10.1177/0959683616670217,200,True
46803,10.1177/0959683616670217,200,True
42171,10.1139/b65-042,200,True
42172,10.1139/b65-042,200,True
42173,10.1139/b65-042,200,True
42174,10.1139/b65-042,200,True
42175,10.1139/b65-042,200,True
42176,10.1139/b65-042,200,True
42177,10.1139/b65-042,200,True
42178,10.1139/b65-042,200,True
42182,10.1139/b65-042,200,True
42183,10.1139/b65-042,200,True
42184,10.1139/b65-042,200,True
42185,10.1139/b65-042,200,True
42186,10.1139/b65-042,200,True
41182,10.1002/jqs.1166,200,True
41116,10.1016/j.palaeo.2009.02.018,200,True
41117,10.1016/j.palaeo.2009.02.018,200,True
41118,10.1016/j.palaeo.2009.02.018,200,True
47009,10.1016/j.palaeo.2009.02.018,200,True
47010,10.1016/j.palaeo.2009.02.018,200,True
47011,10.1016/j.palaeo.2009.02.018,200,True
40939,10.1126/science.aav6821,200,True
40940,10.1126/science.aav6821,200,True
40944,10.1126/science.aav6821,200,True
40945,10.1126/science.aav6821,200,True
41097,10.5194/cp-5-73-2009,200,True
41098,10.5194/cp-5-73-2009,200,True
41137,10.5194/cp-5-73-2009,200,True
41138,10.5194/cp-5-73-2009,200,True
41098,10.1016/j.palaeo.2008.11.003,200,True
41138,10.1016/j.palaeo.2008.11.003,200,True
41097,10.1016/j.quascirev.2010.04.024,200,True
41098,10.1016/j.quascirev.2010.04.024,200,True
41137,10.1016/j.quascirev.2010.04.024,200,True
41138,10.1016/j.quascirev.2010.04.024,200,True
41099,10.1016/0899-5362(91)90067-9,200,True
41100,10.1016/0899-5362(91)90067-9,200,True
41180,10.1016/0899-5362(91)90067-9,200,True
41181,10.1016/0899-5362(91)90067-9,200,True
41101,10.1007/BF01370442,200,True
41114,10.1016/j.jas.2012.12.020,200,True
41115,10.1016/j.jas.2012.12.020,200,True
41143,10.1016/j.jas.2012.12.020,200,True
41144,10.1016/j.jas.2012.12.020,200,True
41167,10.1016/j.jas.2012.12.020,200,True
41168,10.1016/j.jas.2012.12.020,200,True
41125,10.1177/0959683614567886,200,True
41126,10.1177/0959683614567886,200,True
41127,10.1177/0959683614567886,200,True
41125,10.1080/02724634.2015.1113803,200,True
41142,10.1080/08912963.2014.945927,200,True
41140,doi:10.1002/ecy.1959,200,True
41146,doi:10.1002/ecy.1959,200,True
41159,doi:10.1002/ecy.1959,200,True
41140,10.1111/1365-2745.13138,200,True
41146,10.1111/1365-2745.13138,200,True
41159,10.1111/1365-2745.13138,200,True
41161,10.1111/1365-2745.13138,200,True
41163,10.1111/1365-2745.13138,200,True
41171,10.1111/1365-2745.13138,200,True
42612,10.1111/1365-2745.13138,200,True
42613,10.1111/1365-2745.13138,200,True
41141,10.1098/rspb.1986.0014,200,True
41164,10.3897/afrinvertebr.57.8191,200,True
41165,10.3897/afrinvertebr.57.8191,200,True
41169,10.3897/afrinvertebr.57.8191,200,True
41538,10.1016/j.jas.2012.07.002,200,True
41539,10.1016/j.jas.2012.07.002,200,True
41592,10.1016/j.jas.2012.07.002,200,True
41593,10.1016/j.jas.2012.07.002,200,True
41638,10.1016/j.jas.2012.07.002,200,True
41639,10.1016/j.jas.2012.07.002,200,True
41640,10.1016/j.jas.2012.07.002,200,True
41641,10.1016/j.jas.2012.07.002,200,True
41767,10.1016/j.jas.2012.07.002,200,True
41768,10.1016/j.jas.2012.07.002,200,True
41771,10.1016/j.jas.2012.07.002,200,True
41772,10.1016/j.jas.2012.07.002,200,True
41837,10.1016/j.jas.2012.07.002,200,True
41838,10.1016/j.jas.2012.07.002,200,True
41839,10.1016/j.jas.2012.07.002,200,True
41840,10.1016/j.jas.2012.07.002,200,True
41538,10.1111/j.1475-4754.2012.00684.x,200,True
41539,10.1111/j.1475-4754.2012.00684.x,200,True
41178,10.2307/2694060,200,True
41179,10.2307/2694060,200,True
41594,10.1016/j.yqres.2016.03.008,200,True
41595,10.1016/j.yqres.2016.03.008,200,True
41190,10.1016/0034-6667(88)90082-6,200,True
41191,10.1016/0034-6667(88)90082-6,200,True
41192,10.1016/0034-6667(88)90082-6,200,True
41193,10.1016/0034-6667(88)90082-6,200,True
41191,10.1016/0033-5894(89)90098-7,200,True
41194,10.1016/0277-3791(93)90053-O,200,True
41195,10.1016/0277-3791(93)90053-O,200,True
41208,10.1016/0031-0182(94)90181-3,200,True
41208,10.1016/S0016-6995(97)80194-5,200,True
41194,10.2973/odp.proc.sr.108.174.1989,200,True
41195,10.2973/odp.proc.sr.108.174.1989,200,True
41238,10.1016/j.jas.2015.02.038,200,True
41239,10.1016/j.jas.2015.02.038,200,True
41244,10.1016/j.yqres.2005.10.007,200,True
41245,10.1016/j.yqres.2005.10.007,200,True
41245,10.1111/j.1502-3885.2009.00115.x,200,True
41245,10.1029/2007JD009050,200,True
41248,10.1080/00320447.2018.1464369,200,True
41249,10.1080/00320447.2018.1464369,200,True
41249,10.7183/0002-7316.81.4.752,200,True
42747,doi:10.1017/qua.2017.49,200,True
42774,doi:10.1017/qua.2017.49,200,True
42884,doi:10.1017/qua.2017.49,200,True
41540,10.1002/ajhb.23021,200,True
41541,10.1002/ajhb.23021,200,True
41262,10.1080/15230430.2001.12003401,200,True
41266,10.1016/0033-5894(90)90088-3,200,True
41267,10.1016/0033-5894(90)90088-3,200,True
41268,10.1080/01916122.1991.9989395,200,True
41269,10.1080/01916122.1991.9989395,200,True
41281,10.1007/s00382-005-0024-5,200,True
41282,10.1016/1040-6182(95)00093-3,200,True
41283,10.1016/1040-6182(95)00093-3,200,True
41284,10.1016/1040-6182(95)00093-3,200,True
41285,10.1016/1040-6182(95)00093-3,200,True
41293,10.1016/1040-6182(95)00093-3,200,True
41294,10.1016/1040-6182(95)00093-3,200,True
41295,10.1016/1040-6182(95)00093-3,200,True
41296,10.1016/1040-6182(95)00093-3,200,True
41311,10.1016/1040-6182(95)00093-3,200,True
41312,10.1016/1040-6182(95)00093-3,200,True
41313,10.1016/1040-6182(95)00093-3,200,True
41314,10.1016/1040-6182(95)00093-3,200,True
41315,10.1016/1040-6182(95)00093-3,200,True
41316,10.1016/1040-6182(95)00093-3,200,True
41317,10.1016/1040-6182(95)00093-3,200,True
41318,10.1016/1040-6182(95)00093-3,200,True
41297,10.1016/j.quascirev.2005.07.019,200,True
41298,10.1016/j.quascirev.2005.07.019,200,True
41298,10.1016/S0031-0182(97)00034-5,200,True
46128,10.1177/0959683619875807,200,True
46129,10.1177/0959683619875807,200,True
46130,10.1177/0959683619875807,200,True
46131,10.1177/0959683619875807,200,True
46132,10.1177/0959683619875807,200,True
41348,10.1111/j.1469-8137.1988.tb03712.x,200,True
41350,10.1111/j.1469-8137.1988.tb03712.x,200,True
41351,10.1111/j.1469-8137.1988.tb03712.x,200,True
41447,10.1177/0959683613489585,200,True
41448,10.1177/0959683613489585,200,True
41449,10.1177/0959683613489585,200,True
41454,10.1177/0959683613489585,200,True
41511,10.1002/arco.5173,200,True
41513,10.1002/arco.5173,200,True
41514,10.1002/arco.5173,200,True
41503,10.1073/pnas.1821732116,200,True
41504,10.1073/pnas.1821732116,200,True
41505,10.1073/pnas.1821732116,200,True
41506,10.1073/pnas.1821732116,200,True
41507,10.1073/pnas.1821732116,200,True
41508,10.1073/pnas.1821732116,200,True
41509,10.1073/pnas.1821732116,200,True
41510,10.1073/pnas.1821732116,200,True
41511,10.1073/pnas.1821732116,200,True
41512,10.1073/pnas.1821732116,200,True
41513,10.1073/pnas.1821732116,200,True
41514,10.1073/pnas.1821732116,200,True
41515,10.1073/pnas.1821732116,200,True
41516,10.1073/pnas.1821732116,200,True
41517,10.1073/pnas.1821732116,200,True
41518,10.1073/pnas.1821732116,200,True
41519,10.1073/pnas.1821732116,200,True
41520,10.1073/pnas.1821732116,200,True
41521,10.1073/pnas.1821732116,200,True
41522,10.1073/pnas.1821732116,200,True
41523,10.1073/pnas.1821732116,200,True
41528,10.1073/pnas.1821732116,200,True
41529,10.1073/pnas.1821732116,200,True
41530,10.1073/pnas.1821732116,200,True
41531,10.1073/pnas.1821732116,200,True
41532,10.1073/pnas.1821732116,200,True
41533,10.1073/pnas.1821732116,200,True
41534,10.1073/pnas.1821732116,200,True
41535,10.1073/pnas.1821732116,200,True
41466,10.1046/j.1365-2745.1999.00346.x,200,True
41467,10.1046/j.1365-2745.1999.00346.x,200,True
41770,10.1046/j.1365-2745.1999.00346.x,200,True
4527,10.1016/j.quascirev.2015.03.014,200,True
9249,10.1016/j.quascirev.2015.03.014,200,True
41482,10.1016/j.quascirev.2015.03.014,200,True
41488,10.1016/j.revpalbo.2011.12.007,200,True
41489,10.1016/j.revpalbo.2011.12.007,200,True
41492,10.1016/j.revpalbo.2011.12.007,200,True
41493,10.1016/j.revpalbo.2011.12.007,200,True
41529,10.1177/0959683612455551,200,True
41530,10.1177/0959683612455551,200,True
41532,10.1177/0959683612455551,200,True
41533,10.1177/0959683612455551,200,True
41534,10.1177/0959683612455551,200,True
41535,10.1177/0959683612455551,200,True
41529,10.1017/S0003598X00093662,200,True
41532,10.1017/S0003598X00093662,200,True
41536,10.1002/jqs.3018,200,True
41537,10.1002/jqs.3018,200,True
41579,10.1130/2018.2536(13),200,True
41580,10.1130/2018.2536(13),200,True
46799,10.1130/2018.2536(13),200,True
41588,10.1007/s00334-013-0411-5,200,True
41589,10.1007/s00334-013-0411-5,200,True
41590,10.1007/s00334-013-0411-5,200,True
41591,10.1007/s00334-013-0411-5,200,True
41588,10.1111/1365-2745.12354,200,True
41589,10.1111/1365-2745.12354,200,True
41590,10.1111/1365-2745.12354,200,True
41591,10.1111/1365-2745.12354,200,True
41589,10.1111/gcb.12456,200,True
41609,10.1016/j.palaeo.2007.02.002,200,True
41610,10.1016/j.palaeo.2007.02.002,200,True
41298,10.1575/1912/5212,200,True
41596,10.1575/1912/5212,200,True
41613,10.1016/j.quascirev.2019.03.013,200,True
41614,10.1016/j.quascirev.2019.03.013,200,True
41618,10.1038/194859b0,200,True
41619,10.1038/194859b0,200,True
41618,10.2307/1948481,200,True
41619,10.2307/1948481,200,True
41620,10.2307/1948481,200,True
41621,10.2307/1948481,200,True
41622,10.2307/1948481,200,True
41624,10.2307/1948481,200,True
41625,10.2307/1948481,200,True
41638,10.2307/2694808,200,True
41639,10.2307/2694808,200,True
41640,10.2307/2694808,200,True
41641,10.2307/2694808,200,True
41767,10.2307/2694808,200,True
41768,10.2307/2694808,200,True
41771,10.2307/2694808,200,True
41772,10.2307/2694808,200,True
41837,10.2307/2694808,200,True
41838,10.2307/2694808,200,True
41626,10.1016/S0254-6299(16)31238-8,200,True
41627,10.1016/S0254-6299(16)31238-8,200,True
41628,10.1016/S0254-6299(16)31238-8,200,True
41629,10.1016/S0254-6299(16)31238-8,200,True
4445,10.1177/095968369200200303,200,True
41649,10.1179/pan.2009.004,200,True
41650,10.1179/pan.2009.004,200,True
2892,10.1139/b86-262,200,True
41865,10.1191/0959683603hl646rp,200,True
